time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
8,26,53248,6186,125,9.15007e-06,0.0,7.099238872528076,2e-05,39.41101884841919,-1.7770369529724122,-3.887056373059749e-05,0.2,-0.04290878772735596,-11.003071,48303.0
8,27,55296,6187,130,2.9033108e-05,0.0,7.714160919189453,2e-05,42.11801338195801,-1.7749495714902879,-0.0002450802363455296,0.2,0.013165831565856934,-11.003071,48303.0
9,28,57344,6187,135,3.639853e-05,0.0,7.321418762207031,2e-05,39.39286632537842,-1.776526227593422,-0.0003009529784321785,0.2,-9.918212890625e-05,-11.003071,48303.0
9,29,59392,6188,140,0.00016153799,0.0,6.818975448608398,2e-05,37.86496067047119,-1.777701884508133,-0.0010586458491161465,0.2,0.00946277379989624,-11.003071,48303.0
9,30,61440,6190,145,1.6658101e-05,0.0,5.105287551879883,2e-05,29.517240905761717,-1.7818185895681382,-0.00014333493018057198,0.2,0.03164130449295044,-11.003071,48303.0
10,31,63488,6192,150,1.4069548e-05,0.0,5.874727725982666,2e-05,31.471503829956056,-1.7815718442201613,-0.00019778016721829771,0.2,0.05408883094787598,-11.003071,48303.0
10,32,65536,6194,155,1.9210565e-05,0.0,3.952460765838623,2e-05,23.337149381637573,-1.7819916903972626,-0.00021009979536756873,0.2,0.016458988189697266,-11.003071,48303.0
10,33,67584,6197,160,3.3935416e-05,0.0,5.942702770233154,2e-05,32.42824764251709,-1.7825276374816894,-0.00034878954757004975,0.2,0.04364883899688721,-11.003071,48303.0
11,34,69632,6199,165,2.3655797e-05,0.0,3.5053200721740723,2e-05,19.742907190322875,-1.7825907081365586,-0.00014063381822779775,0.2,-0.00802457332611084,-11.003071,48303.0
11,35,71680,6201,170,2.028927e-05,0.0,1.1878206729888916,2e-05,7.739833879470825,-1.7834020555019379,-8.41829925775528e-05,0.2,-0.016524910926818848,-11.003071,48303.0
11,36,73728,6202,175,0.00013467815,0.0,1.160910964012146,2e-05,7.8624660015106205,-1.7842377483844758,-0.00036472989013418554,0.2,0.006093084812164307,-11.003071,48303.0
12,37,75776,6203,180,3.5794394e-05,0.0,1.6264760494232178,2e-05,10.748636603355408,-1.7851067930459976,-7.508397102355957e-05,0.2,-0.005923032760620117,-11.003071,48303.0
12,38,77824,6203,185,0.00012064728,0.0,3.7562813758850098,2e-05,21.759930324554443,-1.784585627913475,-0.0005639726470690221,0.2,0.011049926280975342,-11.003071,48303.0
12,39,79872,6204,190,0.0005124952,0.0,0.9811718463897705,2e-05,7.24779372215271,-1.7861318290233612,-0.001063168077962473,0.2,-0.001015305519104004,-11.003071,48303.0
13,40,81920,6205,195,0.0002465352,0.0,2.1422441005706787,2e-05,12.203494310379028,-1.788900125026703,-0.0004251105012372136,0.2,0.0001614689826965332,-11.003071,48303.0
